timestamp_iso,participant,step,best,rankingText,testCount1,testCount2,testCount3,testCount4,intensity01,sigmaMain,sigmaSeam,seamWidthIdx,thr,cutoff,smoothingTau,gamma,minOn,speedDegPerSec,durationMillis
"2026-01-20T01:16:31.4803875+09:00","P01","Yaw",1,"T1=1;T2=4;T3=2;T4=3",3,1,1,2,0.3,0.7,0.9,1,0.05,0.05,0.08,1.2,0,60,30
"2026-01-20T01:16:43.7340316+09:00","P01","Roll",1,"Front=1;Back=3;Both=2",2,1,1,0,0.3,0.7,0.9,1,0.05,0.05,0.08,1.2,0,60,30
"2026-01-20T01:16:51.6324664+09:00","P01","Pitch",1,"Edge=1;Center=2",1,1,0,0,0.3,0.7,0.9,1,0.05,0.05,0.08,1.2,0,60,30
"2026-01-20T01:33:16.8500150+09:00","P01","Yaw",1,"T1=1;T2=2;T3=3;T4=4",1,1,1,1,0.3,0.7,0.9,1,0.05,0.05,0.08,1.2,0,60,30
"2026-01-20T01:33:27.2067149+09:00","P01","Roll",1,"Front=1;Back=2;Both=3",1,1,1,0,0.3,0.7,0.9,1,0.05,0.05,0.08,1.2,0,60,30
"2026-01-20T01:33:51.2439600+09:00","P01","Pitch",1,"Edge=1;Center=2",1,1,0,0,0.3,0.7,0.9,1,0.05,0.05,0.08,1.2,0,60,30
